Integrated Canine Data Commons (ICDC) Cross Mapping																																	hide	hide	hide	hide	hide	hide																				
ICDC Model (WHAT IS VERSION NUMBER?)									Comparative Oncology Trials Consortium (COTC007B) (WHAT IS VERSION NUMBER?)								National Center for Advancing Translational Sciences (NCATS) (WHAT IS VERSION NUMBER?)								PRE-medical Cancer Immunotherapy Network Canine Trials (PRECINCT V1.0.20180918)								NCI Thesaurus (NCIt)			CDISC CDASH v2.1			CDISC SDTM IG v3.3 SENDIG-AR v1.0											BRIDG v5.3.1								
Node	Property	Element Type	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	Group Name	Element Name	Data Type	Cardinality	Semantic Description	Value Set or Examples	Review By	"Comments, Issues & Rationale"	NCIt Concept Code	NCIt Preferred Term	NCIt Definition	SDTM Domain	SDTM Variable	SDTM É	Domain	Variable	Variable Label	Type	CodeList	Role	Notes	Core	"Codelist NCIt 
C-Code"	CT Term	"CT NCIt 
C-Code"	Mapping Path	Class	Element	Element Type	Data Type	Cardinality	Description	Review By	"Comments, Issues & Rationale"
follow_up	physical_exam_performed	Property																																																"StudySubject > PerformedObservation [flwup] > PerformedClinicalResult [status] > [triggers the recording of] PerformedObservation.negationIndicator [physical exam] WHERE PerformedObservation [flwup] > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""follow up"" AND PerformedObservation [physical exam] > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""last contact"""	PerformedActivity	negationIndicator	Attrib	BL	0..1	"DEFINITION:
Specifies whether an activity did not occur.

EXAMPLE(S):
If a subject did not take aspirin in the previous week, the negationIndicator = ""true"".

OTHER NAME(S):

NOTE(S):
If it is important to capture the fact that a particular activity did not occur, then this attribute is used, often along with negationReason."	ICDC team	"Q:  Is this asking if a PE was performed at the last contact?

Note that if this is a Boolean value indicating a PE was performed then it would need to be converted into the opposite values if mapped to negationIndicator which indicates a PE was NOT performed."
follow_up	treatment_since_last_contact	Property																																																"StudySubject > PerformedObservation [flwup] > PerformedClinicalResult [status] > [triggers the recording of] PerformedSubstanceAdministration [treatment] > Product > MaterialName.name [name of drug] WHERE PerformedObservation [flwup] > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""follow up"" AND PerformedObservation [treatment] > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""treatment"""	MaterialName	name	Attrib	TN	0..1	"DEFINITION:
A non-unique textual identifier for the material.  

EXAMPLE(S):
The therapeutic agent used in a chemotherapy clinical trial.

OTHER NAME(S):

NOTE(S):"	ICDC team	"The name of this element makes it seem like follow up is AFTER last contact

Q:  Is this the name of a treatment, aka a drug?  This mapping assumes so"
follow_up	of_case > case	Relation																																																"PerformedObservation.involvedSubject(StudySubject) WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""follow up"""	Activity	involvedSubject(Subject)	Assoc		0..1	"DESCRIPTION:
Each Activity might be participated in by one Subject. Each Subject might participate in one or more Activity.

DEFINITION:

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):
"		This mapping path breaks the typical pattern of starting with the StudySubject class because the association goes in the reverse direction.
off_study		Node																																																"StudySubject > PerformedStudySubjectMilestone WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off study"""	PerformedStudySubjectMilestone		Class			"DEFINITION:
The completed action which marks a common administrative landmark for a study subject in the course of a study.

EXAMPLE(S):
obtain informed consent, verify eligibility criteria, enroll, registration to a study, randomize, assignment to a treatment arm, start of on-study period, complete study visits, end of on-study period, exit study, break treatment blind, premature withdrawal

OTHER NAME(S):

NOTE(S):"		
off_study	best_resp_vet_tx_tp_best_response	Property																																																							ICDC team	Q:  need a definition to model/map this one
off_study	best_resp_vet_tx_tp_secondary_response	Property																																																							ICDC team	Q:  need a definition to model/map this one
off_study	date_last_medication_administration	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""last medication administration"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		This mapping assumes that last medication administration is a milestone that could be tracked.
off_study	date_of_best_response	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""best response"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		This mapping assumes that best response is a milestone that could be tracked.
off_study	date_of_disease_progression	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""disease progression"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		This mapping assumes that disease progression is a milestone that could be tracked.
off_study	date_off_study	Property																																																"StudySubject > PerformedStudySubjectMilestone.offStudyDate WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off study"""	PerformedStudySubjectMilestone	offStudyDate	Attrib	TS.DATETIME	0..1	"(derived)
DEFINITION:
The date (and time) when the study subject is removed from the study.

EXAMPLE(S):
The subject is not being followed and will not be retreated. 

OTHER NAME(S):

NOTE(S):
Derived from PerformedStudySubjectMilestone.dateRange WHERE PerformedActivity &gt; DefinedActivity.nameCode = ""remove subject from study""."		This mapping assumes that off study is a milestone that could be tracked.
off_study	date_off_treatment	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off treatment"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"	BRIDG	Q for BRIDG:  should we consider adding offTreatmentDate to the milestone class as a derived data item?
off_study	document_number	Property																																																"StudySubject > PerformedStudySubjectMilestone > DocumentVersion.identifier WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off study"""	DocumentVersion	identifier	Attrib	ID	0..1	"DEFINITION:
A unique symbol that establishes identity of the document version.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"	ICDC team	Q:  Is there going to be a crf_id added to replace this?  This mapping assumes a subject-specific CRF ID is captured here.
off_study	reason_off_study	Property																																																"StudySubject > PerformedStudySubjectMilestone.offStudyReasonCode WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off study"""	PerformedStudySubjectMilestone	offStudyReasonCode	Attrib	DSET<CD>	0..*	"(derived)
DEFINITION:
A coded value specifying why the subject is removed from a study.

EXAMPLE(S):
patient died

OTHER NAME(S):

NOTE(S):
Derived from PerformedStudySubjectMilestone.reasonCode WHERE PerformedActivity &gt; DefinedActivity.nameCode = ""remove subject from study""."		This mapping assumes that off study is a milestone that could be tracked.
off_treatment		Node																																																"StudySubject > PerformedStudySubjectMilestone WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off treatment"""	PerformedStudySubjectMilestone		Class			"DEFINITION:
The completed action which marks a common administrative landmark for a study subject in the course of a study.

EXAMPLE(S):
obtain informed consent, verify eligibility criteria, enroll, registration to a study, randomize, assignment to a treatment arm, start of on-study period, complete study visits, end of on-study period, exit study, break treatment blind, premature withdrawal

OTHER NAME(S):

NOTE(S):"		This mapping assumes that off treatment is a milestone that could be tracked.
off_treatment	best_resp_vet_tx_tp_best_response	Property																																																							ICDC team	Q:  Is this the same value as in off_study?  Would there be a case where they could be different?  Or is it the case that you'd either have off_study data and not off_treatment data or vice versa?
off_treatment	best_resp_vet_tx_tp_secondary_response	Property																																																							ICDC team	Q:  Is this the same value as in off_study?  Would there be a case where they could be different?  Or is it the case that you'd either have off_study data and not off_treatment data or vice versa?
off_treatment	date_last_medication_administration	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""last medication administration"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"	ICDC team	"This mapping assumes that off treatment is a milestone that could be tracked.

Q for ICDC team:  Is this redundant with the same attribute in off_study?  Not sure if there is a need to distinguish them."
off_treatment	date_of_best_response	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""best response"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"	ICDC team	"This mapping assumes that best response is a milestone that could be tracked.

Q for ICDC team:  Is this redundant with the same attribute in off_study?  Not sure if there is a need to distinguish them."
off_treatment	date_of_disease_progression	Property																																																"StudySubject > PerformedStudySubjectMilestone.dateRange WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""disease progression"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"	ICDC team	"This mapping assumes that disease progression is a milestone that could be tracked.

Q:  Is this different from the date_of_disease_progression in off_study?  Not sure if there is a need to distinguish them."
off_treatment	date_off_treatment	Property																																																"StudySubject > PerformedStudySubjectMilestone.offStudyReasonCode WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off treatment"""	PerformedStudySubjectMilestone	offStudyReasonCode	Attrib	DSET<CD>	0..*	"(derived)
DEFINITION:
A coded value specifying why the subject is removed from a study.

EXAMPLE(S):
patient died

OTHER NAME(S):

NOTE(S):
Derived from PerformedStudySubjectMilestone.reasonCode WHERE PerformedActivity &gt; DefinedActivity.nameCode = ""remove subject from study""."		This mapping assumes that off treatment is a milestone that could be tracked.
off_treatment	document_number	Property																																																"StudySubject > PerformedStudySubjectMilestone > DocumentVersion.identifier WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""off treatment"""	DocumentVersion	identifier	Attrib	ID	0..1	"DEFINITION:
A unique symbol that establishes identity of the document version.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"	ICDC team	Q:  Is there going to be a crf_id added to replace this?
off_treatment	reason_off_treatment	Property																																																"StudySubject > PerformedStudySubjectMilestone.offStudyReasonCode WHERE PerformedStudySubjectMilestone > PlannedActivity > StudyActivity > DefinedStudySubjectMilestone.nameCode = ""off treatment"""	PerformedStudySubjectMilestone	offStudyReasonCode	Attrib	DSET<CD>	0..*	"(derived)
DEFINITION:
A coded value specifying why the subject is removed from a study.

EXAMPLE(S):
patient died

OTHER NAME(S):

NOTE(S):
Derived from PerformedStudySubjectMilestone.reasonCode WHERE PerformedActivity &gt; DefinedActivity.nameCode = ""remove subject from study""."		This mapping assumes that off treatment is a milestone that could be tracked.
physical_exam		Node																																																"StudySubject > PerformedObservation WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedObservation.nameCode = ""physical exam"""	PerformedObservation		Class			"DEFINITION:
The completed action of observing, monitoring, measuring or otherwise qualitatively or quantitatively gathering data or information about one or more aspects of a subject.

EXAMPLE(S):
lab test, taking vital signs, physical exam, specimen quality review, obtaining DNA sequence, genotyping a genetic variant, measuring the pH of a solution

OTHER NAME(S):

NOTE(S):"		
physical_exam	assessment_timepoint	Property																																																"StudySubject > PerformedObservation [vital signs] > PlannedActivity [#1] > PlannedCompositionRelationship > PlannedActivity.name [#2] WHERE PlannedActivity [#1] > StudyActivity > DefinedActivity.nameCode = ""physical exam"" AND PlannedActivity [#2] > StudyActivity > DefinedActivity.nameCode = ""timepoint"""	PlannedActivity	name	Attrib	ST	0..1	"DEFINITION:
A non-unique textual identifier for the planned activity.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		"This mapping assumes that the physical exam is one of several activites occurring at this timepoint and that timepoints are defined in the context of the protocol, therefore this is the name of the planned activity that has as a component the physical exam and that typically captures the relative timing of the timepoint in the context of the trial."
physical_exam	body_system	Property																																																"StudySubject > PerformedObservation.bodySystemCode WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""physical exam"""	PerformedObservation	bodySystemCode	Attrib	CD	0..1	"DEFINITION:
A coded value specifying the anatomical structure that consists of organs and organ subclasses responsible for certain body functions. 

EXAMPLE(S):
gastrointestinal system, urinary system, hematopoietic system

OTHER NAME(S):

NOTE(S):"		
physical_exam	crf_id	Property																																																							ICDC team	"Q:  Is this a generic CRF id for the physical exam CRF, or is it specific to a given subject?"
physical_exam	date_of_examination	Property																																																"StudySubject > PerformedObservation.dateRange WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""physical exam"""	PerformedActivity	dateRange	Attrib	IVL<TS.DATETIME>	0..1	"DEFINITION:
The date and time span when this activity began and ended.

EXAMPLE(S):
The date and time when a sample is taken from the subject. 

A dose of chemotherapy is given on June 12th starting at 9am and finishing at 12pm.

OTHER NAME(S):

NOTE(S):
Whether administrative or preparatory activities are included in this time frame is up to whoever is defining the activity - this time frame is all that matters when the activity occurred.

The date range is an interval (IVL) data type, meaning it has a beginning (low) and end (high) values. It is also a datetime (TS.DATETIME) data type, meaning the beginning date and the end date can have uncertain values (e.g., a range). For example, if a subject was diagnosed with leukemia sometime in 2009 and that subject had a transplant (substance administration) sometime in 2010. We can surmise that the subject must have had a preparative regimen sometime between those times. Therefore the preparative regimen activity would have a beginning (low) date range of between 2009-01-01 and 2009-12-31; and an ending (high) date range of between 2010-01-01 and 2010-12-31. The precise data type mappings would be:
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.low = 2009-01-01
IVL&lt;TS.DATETIME&gt;.low.uncertainRange.high = 2009-12-31
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.low = 2010-01-01
IVL&lt;TS.DATETIME&gt;.high.uncertainRange.high = 2010-12-31

[Note that times are left out of the example to keep it as simple as possible.]"		
physical_exam	day_in_cycle	Property																																																							BRIDG	Q:  Does this require a new concept in BRIDG a la studyDay but for a smaller segment?
physical_exam	pe_comment	Property																																																"StudySubject > PerformedObservation > PerformedClinicalResult.comment WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""physical exam"""	PerformedObservationResult	comment	Attrib	ST	0..1	"DEFINITION:
Additional description of the observation result.

EXAMPLE(S):
Comments from the investigator regarding the condition of the specimen or any other observation.

Comments in addition to the specimen condition from the central or performing laboratory describing the specimen.

OTHER NAME(S):

NOTE(S):"		"This mapping assumes this comment is about the results of the physical exam rather than the activity of doing a physical exam, which would map to PerformedObservation .comment."
physical_exam	pe_finding	Property																																																"StudySubject > PerformedObservation > PerformedClinicalResult.value WHERE PerformedObservation > PlannedActivity > StudyActivity > DefinedActivity.nameCode = ""physical exam"""	PerformedObservationResult	value	Attrib	ANY	1...1	"DEFINITION:
Data or information that is determined by an act of observation.

EXAMPLE(S):
The result of a lab test, physical finding, self-reported symptom.

The adverse event term code.

OTHER NAME(S):

NOTE(S):"		
physical_exam	phase_pe	Property																																																							ICDC team	Q:  What does this mean?  Can't map/model this without a definition
physical_exam	at_enrollment > enrollment	Relation																																																"StudySubject > PerformedObservation [PE] > PlannedActivity [#1, PE] > PlannedCompositionRelationship > PlannedActivity.name [#2, enrollment time point] WHERE PlannedActivity [#1] > StudyActivity > DefinedActivity.nameCode = ""physical exam"" AND PlannedActivity [#2] > StudyActivity > DefinedActivity.nameCode = ""timepoint"""	PlannedActivity	name	Attrib	ST	0..1	"DEFINITION:
A non-unique textual identifier for the planned activity.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		This mapping assumes you wouldnÕt have both a relationship to an enrollment AND a visit for the same physical exam.
physical_exam	on_visit > visit	Relation																																																"StudySubject > PerformedObservation [PE] > PlannedActivity [#1, PE] > PlannedCompositionRelationship > PlannedActivity.name [#2, enrollment time point] WHERE PlannedActivity [#1] > StudyActivity > DefinedActivity.nameCode = ""physical exam"" AND PlannedActivity [#2] > StudyActivity > DefinedActivity.nameCode = ""visit"""	PlannedActivity	name	Attrib	ST	0..1	"DEFINITION:
A non-unique textual identifier for the planned activity.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		This mapping assumes you wouldnÕt have both a relationship to an enrollment AND a visit for the same physical exam.
principal_investigator		Node																																																StudyProtocol > StudyProtocolVersion > StudyInvestigator	StudyInvestigator		Class			"DEFINITION:
A researcher in a study who oversees multiple aspects of the study, such as concept development, protocol writing, protocol submission for IRB approval, participant recruitment, informed consent, data collection, analysis, interpretation and presentation.

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"	ICDC team	Q:  can we assume this is the PI of the whole study rather than the local PI at that study site?  This mapping assumes so.
principal_investigator	pi_first_name	Property																																																"StudyProtocol > StudyProtocolVersion > StudyInvestigator > HealthcareProvider > Person.name(DSET<EN>).item(EN).item(ENXP).value WHERE Person.name(DSET<EN>).item(EN).item(ENXP).typeCode = ""GIV"" [given name]"	BiologicEntity	name	Attrib	DSET<EN>	0..*	"DEFINITION:
A non-unique textual identifier for the biologic entity.

EXAMPLE(S):
assumed name of ""Mark Twain"", official registry name of ""Samuel Clemens"", customary name of ""Sam Clemens""

OTHER NAME(S):

NOTE(S):
The EN.use attribute of the EN data type is used to distinguish the various types of names, such as official registry, customary, assumed."		
principal_investigator	pi_last_name	Property																																																"StudyProtocol > StudyProtocolVersion > StudyInvestigator > HealthcareProvider > Person.name(DSET<EN>).item(EN).item(ENXP).value WHERE Person.name(DSET<EN>).item(EN).item(ENXP).typeCode = ""FAM"" [family name]"	BiologicEntity	name	Attrib	DSET<EN>	0..*	"DEFINITION:
A non-unique textual identifier for the biologic entity.

EXAMPLE(S):
assumed name of ""Mark Twain"", official registry name of ""Samuel Clemens"", customary name of ""Sam Clemens""

OTHER NAME(S):

NOTE(S):
The EN.use attribute of the EN data type is used to distinguish the various types of names, such as official registry, customary, assumed."		
principal_investigator	pi_middle_initial	Property																																																"StudyProtocol > StudyProtocolVersion > StudyInvestigator > HealthcareProvider > Person.name(DSET<EN>).item(EN).item(ENXP).value WHERE Person.name(DSET<EN>).item(EN).item(ENXP).typeCode = ""GIV"" [given] AND Person.name(DSET<EN>).item(EN).item(ENXP).qualifier = ""IN"" [initial]  AND Person.name(DSET<EN>).item(EN).item(ENXP).qualifier = ""MID"" [middle name] "	BiologicEntity	name	Attrib	DSET<EN>	0..*	"DEFINITION:
A non-unique textual identifier for the biologic entity.

EXAMPLE(S):
assumed name of ""Mark Twain"", official registry name of ""Samuel Clemens"", customary name of ""Sam Clemens""

OTHER NAME(S):

NOTE(S):
The EN.use attribute of the EN data type is used to distinguish the various types of names, such as official registry, customary, assumed."		
principal_investigator	of_study > study	Relation																																																StudyInvestigator.performingStudyProtocolVersion(StudyProtocolVersion)	StudyPersonnel	performingStudyProtocolVersion(StudyProtocolVersion)	Assoc		0..1	"DESCRIPTION:
Each StudyPersonnel might perform a role for one StudyProtocolVersion.  Each StudyProtocolVersion might have a role performed by one or more StudyPersonnel.

DEFINITION:

EXAMPLE(S):

OTHER NAME(S):

NOTE(S):"		
